类别,校验项,数值,单位,结论
费用调参,2025-07-21/长窗宽核,55704.563648,元,完整日因果回放；次日起可用
费用调参,2025-07-22/短窗集中,51731.320914,元,完整日因果回放；次日起可用
费用调参,2025-07-22/均衡重采样,56324.791588,元,完整日因果回放；次日起可用
费用调参,2025-07-22/长窗宽核,54269.432927,元,完整日因果回放；次日起可用
费用调参,2025-07-23/短窗集中,52501.298568,元,完整日因果回放；次日起可用
费用调参,2025-07-23/均衡重采样,55162.547008,元,完整日因果回放；次日起可用
费用调参,2025-07-23/长窗宽核,56364.879731,元,完整日因果回放；次日起可用
费用调参,2025-07-24/短窗集中,53060.880006,元,完整日因果回放；次日起可用
费用调参,2025-07-24/均衡重采样,55945.736044,元,完整日因果回放；次日起可用
费用调参,2025-07-24/长窗宽核,55495.947298,元,完整日因果回放；次日起可用
费用调参,2025-07-25/短窗集中,24903.374247,元,完整日因果回放；次日起可用
费用调参,2025-07-25/均衡重采样,26314.782408,元,完整日因果回放；次日起可用
费用调参,2025-07-25/长窗宽核,27042.182001,元,完整日因果回放；次日起可用
费用调参,2025-07-26/短窗集中,25520.133010,元,完整日因果回放；次日起可用
费用调参,2025-07-26/均衡重采样,25968.494251,元,完整日因果回放；次日起可用
费用调参,2025-07-26/长窗宽核,26976.604503,元,完整日因果回放；次日起可用
费用调参,2025-07-27/短窗集中,56276.916469,元,完整日因果回放；次日起可用
费用调参,2025-07-27/均衡重采样,55146.726392,元,完整日因果回放；次日起可用
费用调参,2025-07-27/长窗宽核,59859.507528,元,完整日因果回放；次日起可用
费用调参,2025-07-28/短窗集中,55531.759123,元,完整日因果回放；次日起可用
费用调参,2025-07-28/均衡重采样,58317.245256,元,完整日因果回放；次日起可用
费用调参,2025-07-28/长窗宽核,61851.711641,元,完整日因果回放；次日起可用
费用调参,2025-07-29/短窗集中,54294.787949,元,完整日因果回放；次日起可用
费用调参,2025-07-29/均衡重采样,56049.261366,元,完整日因果回放；次日起可用
费用调参,2025-07-29/长窗宽核,57244.653782,元,完整日因果回放；次日起可用
费用调参,2025-07-30/短窗集中,53134.918098,元,完整日因果回放；次日起可用
费用调参,2025-07-30/均衡重采样,56818.976569,元,完整日因果回放；次日起可用
费用调参,2025-07-30/长窗宽核,54054.261160,元,完整日因果回放；次日起可用
费用调参,2025-07-31/短窗集中,53469.091300,元,完整日因果回放；次日起可用
费用调参,2025-07-31/均衡重采样,52568.125560,元,完整日因果回放；次日起可用
费用调参,2025-07-31/长窗宽核,55810.631279,元,完整日因果回放；次日起可用
费用调参,2025-08-01/短窗集中,24842.355788,元,完整日因果回放；次日起可用
费用调参,2025-08-01/均衡重采样,25481.987159,元,完整日因果回放；次日起可用
费用调参,2025-08-01/长窗宽核,27020.964425,元,完整日因果回放；次日起可用
费用调参,2025-08-02/短窗集中,23914.648852,元,完整日因果回放；次日起可用
费用调参,2025-08-02/均衡重采样,24710.309718,元,完整日因果回放；次日起可用
费用调参,2025-08-02/长窗宽核,26870.608719,元,完整日因果回放；次日起可用
费用调参,2025-08-03/短窗集中,52757.598456,元,完整日因果回放；次日起可用
费用调参,2025-08-03/均衡重采样,54274.184853,元,完整日因果回放；次日起可用
费用调参,2025-08-03/长窗宽核,55570.139903,元,完整日因果回放；次日起可用
费用调参,2025-08-04/短窗集中,51920.234601,元,完整日因果回放；次日起可用
费用调参,2025-08-04/均衡重采样,53524.555528,元,完整日因果回放；次日起可用
费用调参,2025-08-04/长窗宽核,55052.318357,元,完整日因果回放；次日起可用
费用调参,2025-08-05/短窗集中,50520.442314,元,完整日因果回放；次日起可用
费用调参,2025-08-05/均衡重采样,53083.623003,元,完整日因果回放；次日起可用
费用调参,2025-08-05/长窗宽核,54777.864742,元,完整日因果回放；次日起可用
费用调参,2025-08-06/短窗集中,51442.273022,元,完整日因果回放；次日起可用
费用调参,2025-08-06/均衡重采样,53261.696082,元,完整日因果回放；次日起可用
费用调参,2025-08-06/长窗宽核,54375.511553,元,完整日因果回放；次日起可用
费用调参,2025-08-07/短窗集中,48766.773740,元,完整日因果回放；次日起可用
费用调参,2025-08-07/均衡重采样,52295.338108,元,完整日因果回放；次日起可用
费用调参,2025-08-07/长窗宽核,53954.636675,元,完整日因果回放；次日起可用
费用调参,2025-08-08/短窗集中,24449.987026,元,完整日因果回放；次日起可用
费用调参,2025-08-08/均衡重采样,25343.114467,元,完整日因果回放；次日起可用
费用调参,2025-08-08/长窗宽核,25925.879392,元,完整日因果回放；次日起可用
费用调参,2025-08-09/短窗集中,23687.167163,元,完整日因果回放；次日起可用
费用调参,2025-08-09/均衡重采样,24789.277688,元,完整日因果回放；次日起可用
费用调参,2025-08-09/长窗宽核,25885.929134,元,完整日因果回放；次日起可用
费用调参,2025-08-10/短窗集中,49462.437805,元,完整日因果回放；次日起可用
费用调参,2025-08-10/均衡重采样,51860.471582,元,完整日因果回放；次日起可用
费用调参,2025-08-10/长窗宽核,54178.561010,元,完整日因果回放；次日起可用
费用调参,2025-08-11/短窗集中,46468.256141,元,完整日因果回放；次日起可用
费用调参,2025-08-11/均衡重采样,52723.537069,元,完整日因果回放；次日起可用
费用调参,2025-08-11/长窗宽核,52338.947550,元,完整日因果回放；次日起可用
费用调参,2025-08-12/短窗集中,50274.224162,元,完整日因果回放；次日起可用
费用调参,2025-08-12/均衡重采样,55821.432517,元,完整日因果回放；次日起可用
费用调参,2025-08-12/长窗宽核,53070.624535,元,完整日因果回放；次日起可用
费用调参,2025-08-13/短窗集中,46996.904747,元,完整日因果回放；次日起可用
费用调参,2025-08-13/均衡重采样,53496.436806,元,完整日因果回放；次日起可用
费用调参,2025-08-13/长窗宽核,51817.825274,元,完整日因果回放；次日起可用
费用调参,2025-08-14/短窗集中,50760.320574,元,完整日因果回放；次日起可用
费用调参,2025-08-14/均衡重采样,53329.948918,元,完整日因果回放；次日起可用
费用调参,2025-08-14/长窗宽核,55732.802975,元,完整日因果回放；次日起可用
费用调参,2025-08-15/短窗集中,24180.324821,元,完整日因果回放；次日起可用
费用调参,2025-08-15/均衡重采样,25478.473797,元,完整日因果回放；次日起可用
费用调参,2025-08-15/长窗宽核,25640.797655,元,完整日因果回放；次日起可用
费用调参,2025-08-16/短窗集中,24703.356425,元,完整日因果回放；次日起可用
费用调参,2025-08-16/均衡重采样,24344.858177,元,完整日因果回放；次日起可用
费用调参,2025-08-16/长窗宽核,24649.823637,元,完整日因果回放；次日起可用
费用调参,2025-08-17/短窗集中,46112.044894,元,完整日因果回放；次日起可用
费用调参,2025-08-17/均衡重采样,52132.707454,元,完整日因果回放；次日起可用
费用调参,2025-08-17/长窗宽核,54005.701216,元,完整日因果回放；次日起可用
费用调参,2025-08-18/短窗集中,46820.570446,元,完整日因果回放；次日起可用
费用调参,2025-08-18/均衡重采样,51784.364348,元,完整日因果回放；次日起可用
费用调参,2025-08-18/长窗宽核,54521.361525,元,完整日因果回放；次日起可用
费用调参,2025-08-19/短窗集中,45998.080707,元,完整日因果回放；次日起可用
费用调参,2025-08-19/均衡重采样,51485.888022,元,完整日因果回放；次日起可用
费用调参,2025-08-19/长窗宽核,54027.852049,元,完整日因果回放；次日起可用
费用调参,2025-08-20/短窗集中,59552.948734,元,完整日因果回放；次日起可用
费用调参,2025-08-20/均衡重采样,52949.059170,元,完整日因果回放；次日起可用
费用调参,2025-08-20/长窗宽核,58414.061987,元,完整日因果回放；次日起可用
费用调参,2025-08-21/短窗集中,49016.589171,元,完整日因果回放；次日起可用
费用调参,2025-08-21/均衡重采样,53282.603616,元,完整日因果回放；次日起可用
费用调参,2025-08-21/长窗宽核,52734.037161,元,完整日因果回放；次日起可用
费用调参,2025-08-22/短窗集中,27857.448498,元,完整日因果回放；次日起可用
费用调参,2025-08-22/均衡重采样,25380.858783,元,完整日因果回放；次日起可用
费用调参,2025-08-22/长窗宽核,26066.564422,元,完整日因果回放；次日起可用
费用调参,2025-08-23/短窗集中,23694.361015,元,完整日因果回放；次日起可用
费用调参,2025-08-23/均衡重采样,24485.618653,元,完整日因果回放；次日起可用
费用调参,2025-08-23/长窗宽核,24951.666797,元,完整日因果回放；次日起可用
费用调参,2025-08-24/短窗集中,51653.539229,元,完整日因果回放；次日起可用
费用调参,2025-08-24/均衡重采样,53202.781622,元,完整日因果回放；次日起可用
费用调参,2025-08-24/长窗宽核,52855.166425,元,完整日因果回放；次日起可用
费用调参,2025-08-25/短窗集中,52516.563804,元,完整日因果回放；次日起可用
费用调参,2025-08-25/均衡重采样,53010.846787,元,完整日因果回放；次日起可用
费用调参,2025-08-25/长窗宽核,52870.897096,元,完整日因果回放；次日起可用
费用调参,2025-08-26/短窗集中,50609.904490,元,完整日因果回放；次日起可用
费用调参,2025-08-26/均衡重采样,51856.372684,元,完整日因果回放；次日起可用
费用调参,2025-08-26/长窗宽核,51297.530220,元,完整日因果回放；次日起可用
费用调参,2025-08-27/短窗集中,50965.139216,元,完整日因果回放；次日起可用
费用调参,2025-08-27/均衡重采样,54232.273295,元,完整日因果回放；次日起可用
费用调参,2025-08-27/长窗宽核,55137.515459,元,完整日因果回放；次日起可用
费用调参,2025-08-28/短窗集中,53892.571403,元,完整日因果回放；次日起可用
费用调参,2025-08-28/均衡重采样,52597.890203,元,完整日因果回放；次日起可用
费用调参,2025-08-28/长窗宽核,53512.687865,元,完整日因果回放；次日起可用
费用调参,2025-08-29/短窗集中,27845.574130,元,完整日因果回放；次日起可用
费用调参,2025-08-29/均衡重采样,28295.905804,元,完整日因果回放；次日起可用
费用调参,2025-08-29/长窗宽核,28486.158266,元,完整日因果回放；次日起可用
费用调参,2025-08-30/短窗集中,24642.943345,元,完整日因果回放；次日起可用
费用调参,2025-08-30/均衡重采样,24582.633694,元,完整日因果回放；次日起可用
费用调参,2025-08-30/长窗宽核,25404.195370,元,完整日因果回放；次日起可用
费用调参,2025-08-31/短窗集中,48177.800838,元,完整日因果回放；次日起可用
费用调参,2025-08-31/均衡重采样,49533.242250,元,完整日因果回放；次日起可用
费用调参,2025-08-31/长窗宽核,52812.060855,元,完整日因果回放；次日起可用
费用调参,2025-09-01/短窗集中,47357.159719,元,完整日因果回放；次日起可用
费用调参,2025-09-01/均衡重采样,49173.594973,元,完整日因果回放；次日起可用
费用调参,2025-09-01/长窗宽核,53263.494126,元,完整日因果回放；次日起可用
费用调参,2025-09-02/短窗集中,50420.624330,元,完整日因果回放；次日起可用
费用调参,2025-09-02/均衡重采样,50108.895798,元,完整日因果回放；次日起可用
费用调参,2025-09-02/长窗宽核,51821.677837,元,完整日因果回放；次日起可用
费用调参,2025-09-03/短窗集中,45187.281665,元,完整日因果回放；次日起可用
费用调参,2025-09-03/均衡重采样,51889.941336,元,完整日因果回放；次日起可用
费用调参,2025-09-03/长窗宽核,48602.423925,元,完整日因果回放；次日起可用
费用调参,2025-09-04/短窗集中,40317.642648,元,完整日因果回放；次日起可用
费用调参,2025-09-04/均衡重采样,50990.868670,元,完整日因果回放；次日起可用
费用调参,2025-09-04/长窗宽核,53289.965269,元,完整日因果回放；次日起可用
费用调参,2025-09-05/短窗集中,23628.209863,元,完整日因果回放；次日起可用
费用调参,2025-09-05/均衡重采样,24104.913626,元,完整日因果回放；次日起可用
费用调参,2025-09-05/长窗宽核,24602.794487,元,完整日因果回放；次日起可用
费用调参,2025-09-06/短窗集中,24975.109105,元,完整日因果回放；次日起可用
费用调参,2025-09-06/均衡重采样,24398.364652,元,完整日因果回放；次日起可用
费用调参,2025-09-06/长窗宽核,25139.909095,元,完整日因果回放；次日起可用
费用调参,2025-09-07/短窗集中,38595.198393,元,完整日因果回放；次日起可用
费用调参,2025-09-07/均衡重采样,50634.648796,元,完整日因果回放；次日起可用
费用调参,2025-09-07/长窗宽核,51361.215428,元,完整日因果回放；次日起可用
费用调参,2025-09-08/短窗集中,43273.309462,元,完整日因果回放；次日起可用
费用调参,2025-09-08/均衡重采样,50364.453260,元,完整日因果回放；次日起可用
费用调参,2025-09-08/长窗宽核,51242.145369,元,完整日因果回放；次日起可用
费用调参,2025-09-09/短窗集中,40975.962085,元,完整日因果回放；次日起可用
费用调参,2025-09-09/均衡重采样,50353.690849,元,完整日因果回放；次日起可用
费用调参,2025-09-09/长窗宽核,52739.856110,元,完整日因果回放；次日起可用
费用调参,2025-09-10/短窗集中,48691.380487,元,完整日因果回放；次日起可用
费用调参,2025-09-10/均衡重采样,59851.761831,元,完整日因果回放；次日起可用
费用调参,2025-09-10/长窗宽核,56810.690589,元,完整日因果回放；次日起可用
费用调参,2025-09-11/短窗集中,41952.942548,元,完整日因果回放；次日起可用
费用调参,2025-09-11/均衡重采样,53120.338546,元,完整日因果回放；次日起可用
费用调参,2025-09-11/长窗宽核,54010.520321,元,完整日因果回放；次日起可用
费用调参,2025-09-12/短窗集中,23137.787720,元,完整日因果回放；次日起可用
费用调参,2025-09-12/均衡重采样,26409.385176,元,完整日因果回放；次日起可用
费用调参,2025-09-12/长窗宽核,24849.063590,元,完整日因果回放；次日起可用
费用调参,2025-09-13/短窗集中,19223.917262,元,完整日因果回放；次日起可用
费用调参,2025-09-13/均衡重采样,25808.262708,元,完整日因果回放；次日起可用
费用调参,2025-09-13/长窗宽核,27060.782625,元,完整日因果回放；次日起可用
费用调参,2025-09-14/短窗集中,41922.199018,元,完整日因果回放；次日起可用
费用调参,2025-09-14/均衡重采样,53673.872643,元,完整日因果回放；次日起可用
费用调参,2025-09-14/长窗宽核,54603.155753,元,完整日因果回放；次日起可用
费用调参,2025-09-15/短窗集中,42327.737484,元,完整日因果回放；次日起可用
费用调参,2025-09-15/均衡重采样,54838.652656,元,完整日因果回放；次日起可用
费用调参,2025-09-15/长窗宽核,57512.378747,元,完整日因果回放；次日起可用
费用调参,2025-09-16/短窗集中,41110.109567,元,完整日因果回放；次日起可用
费用调参,2025-09-16/均衡重采样,50811.050719,元,完整日因果回放；次日起可用
费用调参,2025-09-16/长窗宽核,55666.912193,元,完整日因果回放；次日起可用
费用调参,2025-09-17/短窗集中,43688.961195,元,完整日因果回放；次日起可用
费用调参,2025-09-17/均衡重采样,60475.754291,元,完整日因果回放；次日起可用
费用调参,2025-09-17/长窗宽核,60537.143534,元,完整日因果回放；次日起可用
费用调参,2025-09-18/短窗集中,41712.225569,元,完整日因果回放；次日起可用
费用调参,2025-09-18/均衡重采样,54169.972412,元,完整日因果回放；次日起可用
费用调参,2025-09-18/长窗宽核,53442.566644,元,完整日因果回放；次日起可用
费用调参,2025-09-19/短窗集中,20324.860081,元,完整日因果回放；次日起可用
费用调参,2025-09-19/均衡重采样,26534.026080,元,完整日因果回放；次日起可用
费用调参,2025-09-19/长窗宽核,25745.878202,元,完整日因果回放；次日起可用
费用调参,2025-09-20/短窗集中,20505.172217,元,完整日因果回放；次日起可用
费用调参,2025-09-20/均衡重采样,28240.253159,元,完整日因果回放；次日起可用
费用调参,2025-09-20/长窗宽核,27191.920462,元,完整日因果回放；次日起可用
费用调参,2025-09-21/短窗集中,41207.011801,元,完整日因果回放；次日起可用
费用调参,2025-09-21/均衡重采样,52313.982627,元,完整日因果回放；次日起可用
费用调参,2025-09-21/长窗宽核,50855.895914,元,完整日因果回放；次日起可用
费用调参,2025-09-22/短窗集中,42627.872458,元,完整日因果回放；次日起可用
费用调参,2025-09-22/均衡重采样,51374.775745,元,完整日因果回放；次日起可用
费用调参,2025-09-22/长窗宽核,55122.712460,元,完整日因果回放；次日起可用
费用调参,2025-09-23/短窗集中,45589.208810,元,完整日因果回放；次日起可用
费用调参,2025-09-23/均衡重采样,52441.917694,元,完整日因果回放；次日起可用
费用调参,2025-09-23/长窗宽核,60062.649670,元,完整日因果回放；次日起可用
费用调参,2025-09-24/短窗集中,46140.268910,元,完整日因果回放；次日起可用
费用调参,2025-09-24/均衡重采样,52068.678353,元,完整日因果回放；次日起可用
费用调参,2025-09-24/长窗宽核,57387.051155,元,完整日因果回放；次日起可用
费用调参,2025-09-25/短窗集中,42782.825957,元,完整日因果回放；次日起可用
费用调参,2025-09-25/均衡重采样,49558.851155,元,完整日因果回放；次日起可用
费用调参,2025-09-25/长窗宽核,51238.953887,元,完整日因果回放；次日起可用
费用调参,2025-09-26/短窗集中,17905.229134,元,完整日因果回放；次日起可用
费用调参,2025-09-26/均衡重采样,23798.280672,元,完整日因果回放；次日起可用
费用调参,2025-09-26/长窗宽核,28122.834534,元,完整日因果回放；次日起可用
费用调参,2025-09-27/短窗集中,22374.828575,元,完整日因果回放；次日起可用
费用调参,2025-09-27/均衡重采样,24341.403994,元,完整日因果回放；次日起可用
费用调参,2025-09-27/长窗宽核,30485.447061,元,完整日因果回放；次日起可用
费用调参,2025-09-28/短窗集中,45245.624839,元,完整日因果回放；次日起可用
费用调参,2025-09-28/均衡重采样,50990.919858,元,完整日因果回放；次日起可用
费用调参,2025-09-28/长窗宽核,56324.303301,元,完整日因果回放；次日起可用
费用调参,2025-09-29/短窗集中,44103.486955,元,完整日因果回放；次日起可用
费用调参,2025-09-29/均衡重采样,50256.409092,元,完整日因果回放；次日起可用
费用调参,2025-09-29/长窗宽核,55376.699908,元,完整日因果回放；次日起可用
费用调参,2025-09-30/短窗集中,48613.078164,元,完整日因果回放；次日起可用
费用调参,2025-09-30/均衡重采样,57614.761346,元,完整日因果回放；次日起可用
费用调参,2025-09-30/长窗宽核,61076.698534,元,完整日因果回放；次日起可用
费用调参,2025-10-01/短窗集中,44223.351321,元,完整日因果回放；次日起可用
费用调参,2025-10-01/均衡重采样,45943.225822,元,完整日因果回放；次日起可用
费用调参,2025-10-01/长窗宽核,48275.739255,元,完整日因果回放；次日起可用
费用调参,2025-10-02/短窗集中,46437.354446,元,完整日因果回放；次日起可用
费用调参,2025-10-02/均衡重采样,46962.977936,元,完整日因果回放；次日起可用
费用调参,2025-10-02/长窗宽核,52153.181253,元,完整日因果回放；次日起可用
费用调参,2025-10-03/短窗集中,18749.536306,元,完整日因果回放；次日起可用
费用调参,2025-10-03/均衡重采样,21414.388232,元,完整日因果回放；次日起可用
费用调参,2025-10-03/长窗宽核,23140.761571,元,完整日因果回放；次日起可用
费用调参,2025-10-04/短窗集中,21258.355902,元,完整日因果回放；次日起可用
费用调参,2025-10-04/均衡重采样,22630.447582,元,完整日因果回放；次日起可用
费用调参,2025-10-04/长窗宽核,27559.175336,元,完整日因果回放；次日起可用
费用调参,2025-10-05/短窗集中,43994.109760,元,完整日因果回放；次日起可用
费用调参,2025-10-05/均衡重采样,45523.569930,元,完整日因果回放；次日起可用
费用调参,2025-10-05/长窗宽核,49395.443534,元,完整日因果回放；次日起可用
费用调参,2025-10-06/短窗集中,42522.754590,元,完整日因果回放；次日起可用
费用调参,2025-10-06/均衡重采样,46608.999321,元,完整日因果回放；次日起可用
费用调参,2025-10-06/长窗宽核,54362.468345,元,完整日因果回放；次日起可用
费用调参,2025-10-07/短窗集中,42689.769538,元,完整日因果回放；次日起可用
费用调参,2025-10-07/均衡重采样,47602.656088,元,完整日因果回放；次日起可用
费用调参,2025-10-07/长窗宽核,54728.015034,元,完整日因果回放；次日起可用
费用调参,2025-10-08/短窗集中,38977.155827,元,完整日因果回放；次日起可用
费用调参,2025-10-08/均衡重采样,45652.480051,元,完整日因果回放；次日起可用
费用调参,2025-10-08/长窗宽核,53610.025101,元,完整日因果回放；次日起可用
费用调参,2025-10-09/短窗集中,39021.428505,元,完整日因果回放；次日起可用
费用调参,2025-10-09/均衡重采样,50073.284278,元,完整日因果回放；次日起可用
费用调参,2025-10-09/长窗宽核,54106.352094,元,完整日因果回放；次日起可用
费用调参,2025-10-10/短窗集中,18060.480431,元,完整日因果回放；次日起可用
费用调参,2025-10-10/均衡重采样,23423.215888,元,完整日因果回放；次日起可用
费用调参,2025-10-10/长窗宽核,26941.013731,元,完整日因果回放；次日起可用
费用调参,2025-10-11/短窗集中,18203.721635,元,完整日因果回放；次日起可用
费用调参,2025-10-11/均衡重采样,23117.804239,元,完整日因果回放；次日起可用
费用调参,2025-10-11/长窗宽核,25525.454455,元,完整日因果回放；次日起可用
费用调参,2025-10-12/短窗集中,40551.895312,元,完整日因果回放；次日起可用
费用调参,2025-10-12/均衡重采样,46652.835072,元,完整日因果回放；次日起可用
费用调参,2025-10-12/长窗宽核,50810.666709,元,完整日因果回放；次日起可用
费用调参,2025-10-13/短窗集中,39919.853104,元,完整日因果回放；次日起可用
费用调参,2025-10-13/均衡重采样,44771.014326,元,完整日因果回放；次日起可用
费用调参,2025-10-13/长窗宽核,54198.585261,元,完整日因果回放；次日起可用
费用调参,2025-10-14/短窗集中,46031.095783,元,完整日因果回放；次日起可用
费用调参,2025-10-14/均衡重采样,54324.244078,元,完整日因果回放；次日起可用
费用调参,2025-10-14/长窗宽核,57814.257805,元,完整日因果回放；次日起可用
费用调参,2025-10-15/短窗集中,43360.213337,元,完整日因果回放；次日起可用
费用调参,2025-10-15/均衡重采样,49369.536428,元,完整日因果回放；次日起可用
费用调参,2025-10-15/长窗宽核,53558.856733,元,完整日因果回放；次日起可用
费用调参,2025-10-16/短窗集中,44655.154912,元,完整日因果回放；次日起可用
费用调参,2025-10-16/均衡重采样,52472.941596,元,完整日因果回放；次日起可用
费用调参,2025-10-16/长窗宽核,58233.404402,元,完整日因果回放；次日起可用
费用调参,2025-10-17/短窗集中,18253.707690,元,完整日因果回放；次日起可用
费用调参,2025-10-17/均衡重采样,22670.432278,元,完整日因果回放；次日起可用
费用调参,2025-10-17/长窗宽核,24154.493526,元,完整日因果回放；次日起可用
费用调参,2025-10-18/短窗集中,17061.732198,元,完整日因果回放；次日起可用
费用调参,2025-10-18/均衡重采样,21505.567551,元,完整日因果回放；次日起可用
费用调参,2025-10-18/长窗宽核,25003.951103,元,完整日因果回放；次日起可用
费用调参,2025-10-19/短窗集中,44139.290977,元,完整日因果回放；次日起可用
费用调参,2025-10-19/均衡重采样,53387.212967,元,完整日因果回放；次日起可用
费用调参,2025-10-19/长窗宽核,59443.124652,元,完整日因果回放；次日起可用
费用调参,2025-10-20/短窗集中,49095.617131,元,完整日因果回放；次日起可用
费用调参,2025-10-20/均衡重采样,57603.884278,元,完整日因果回放；次日起可用
费用调参,2025-10-20/长窗宽核,61334.766028,元,完整日因果回放；次日起可用
费用调参,2025-10-21/短窗集中,45807.862341,元,完整日因果回放；次日起可用
费用调参,2025-10-21/均衡重采样,59264.089259,元,完整日因果回放；次日起可用
费用调参,2025-10-21/长窗宽核,61277.729674,元,完整日因果回放；次日起可用
费用调参,2025-10-22/短窗集中,48482.782564,元,完整日因果回放；次日起可用
费用调参,2025-10-22/均衡重采样,57739.952089,元,完整日因果回放；次日起可用
费用调参,2025-10-22/长窗宽核,67517.324009,元,完整日因果回放；次日起可用
费用调参,2025-10-23/短窗集中,44352.499405,元,完整日因果回放；次日起可用
费用调参,2025-10-23/均衡重采样,54690.898107,元,完整日因果回放；次日起可用
费用调参,2025-10-23/长窗宽核,58175.662366,元,完整日因果回放；次日起可用
费用调参,2025-10-24/短窗集中,21020.631866,元,完整日因果回放；次日起可用
费用调参,2025-10-24/均衡重采样,23963.710047,元,完整日因果回放；次日起可用
费用调参,2025-10-24/长窗宽核,25257.684521,元,完整日因果回放；次日起可用
费用调参,2025-10-25/短窗集中,17833.505205,元,完整日因果回放；次日起可用
费用调参,2025-10-25/均衡重采样,22070.996176,元,完整日因果回放；次日起可用
费用调参,2025-10-25/长窗宽核,23769.204535,元,完整日因果回放；次日起可用
费用调参,2025-10-26/短窗集中,44892.668637,元,完整日因果回放；次日起可用
费用调参,2025-10-26/均衡重采样,50672.837078,元,完整日因果回放；次日起可用
费用调参,2025-10-26/长窗宽核,56987.317228,元,完整日因果回放；次日起可用
费用调参,2025-10-27/短窗集中,47071.803806,元,完整日因果回放；次日起可用
费用调参,2025-10-27/均衡重采样,50397.958987,元,完整日因果回放；次日起可用
费用调参,2025-10-27/长窗宽核,56169.530507,元,完整日因果回放；次日起可用
费用调参,2025-10-28/短窗集中,46419.189667,元,完整日因果回放；次日起可用
费用调参,2025-10-28/均衡重采样,50607.888255,元,完整日因果回放；次日起可用
费用调参,2025-10-28/长窗宽核,54532.098358,元,完整日因果回放；次日起可用
费用调参,2025-10-29/短窗集中,52341.915508,元,完整日因果回放；次日起可用
费用调参,2025-10-29/均衡重采样,58877.722248,元,完整日因果回放；次日起可用
费用调参,2025-10-29/长窗宽核,61819.334908,元,完整日因果回放；次日起可用
费用调参,2025-10-30/短窗集中,46813.384922,元,完整日因果回放；次日起可用
费用调参,2025-10-30/均衡重采样,49050.789546,元,完整日因果回放；次日起可用
费用调参,2025-10-30/长窗宽核,59501.986825,元,完整日因果回放；次日起可用
费用调参,2025-10-31/短窗集中,20371.774742,元,完整日因果回放；次日起可用
费用调参,2025-10-31/均衡重采样,22710.480191,元,完整日因果回放；次日起可用
费用调参,2025-10-31/长窗宽核,25426.599256,元,完整日因果回放；次日起可用
费用调参,2025-11-01/短窗集中,18148.668303,元,完整日因果回放；次日起可用
费用调参,2025-11-01/均衡重采样,20268.016104,元,完整日因果回放；次日起可用
费用调参,2025-11-01/长窗宽核,27623.681212,元,完整日因果回放；次日起可用
费用调参,2025-11-02/短窗集中,47892.544070,元,完整日因果回放；次日起可用
费用调参,2025-11-02/均衡重采样,55314.482710,元,完整日因果回放；次日起可用
费用调参,2025-11-02/长窗宽核,63699.257447,元,完整日因果回放；次日起可用
费用调参,2025-11-03/短窗集中,47134.928900,元,完整日因果回放；次日起可用
费用调参,2025-11-03/均衡重采样,55682.791081,元,完整日因果回放；次日起可用
费用调参,2025-11-03/长窗宽核,61753.922646,元,完整日因果回放；次日起可用
费用调参,2025-11-04/短窗集中,47193.422150,元,完整日因果回放；次日起可用
费用调参,2025-11-04/均衡重采样,51957.642694,元,完整日因果回放；次日起可用
费用调参,2025-11-04/长窗宽核,59837.129278,元,完整日因果回放；次日起可用
费用调参,2025-11-05/短窗集中,48194.739892,元,完整日因果回放；次日起可用
费用调参,2025-11-05/均衡重采样,55542.182794,元,完整日因果回放；次日起可用
费用调参,2025-11-05/长窗宽核,65614.527662,元,完整日因果回放；次日起可用
费用调参,2025-11-06/短窗集中,54058.163119,元,完整日因果回放；次日起可用
费用调参,2025-11-06/均衡重采样,58682.989534,元,完整日因果回放；次日起可用
费用调参,2025-11-06/长窗宽核,68858.172014,元,完整日因果回放；次日起可用
费用调参,2025-11-07/短窗集中,21781.849304,元,完整日因果回放；次日起可用
费用调参,2025-11-07/均衡重采样,25349.164888,元,完整日因果回放；次日起可用
费用调参,2025-11-07/长窗宽核,30270.076285,元,完整日因果回放；次日起可用
费用调参,2025-11-08/短窗集中,18656.566762,元,完整日因果回放；次日起可用
费用调参,2025-11-08/均衡重采样,20449.627071,元,完整日因果回放；次日起可用
费用调参,2025-11-08/长窗宽核,27375.220356,元,完整日因果回放；次日起可用
费用调参,2025-11-09/短窗集中,51099.839366,元,完整日因果回放；次日起可用
费用调参,2025-11-09/均衡重采样,54862.618541,元,完整日因果回放；次日起可用
费用调参,2025-11-09/长窗宽核,64355.433329,元,完整日因果回放；次日起可用
费用调参,2025-11-10/短窗集中,51711.078149,元,完整日因果回放；次日起可用
费用调参,2025-11-10/均衡重采样,60808.646923,元,完整日因果回放；次日起可用
费用调参,2025-11-10/长窗宽核,63702.596263,元,完整日因果回放；次日起可用
费用调参,2025-11-11/短窗集中,49826.736379,元,完整日因果回放；次日起可用
费用调参,2025-11-11/均衡重采样,58030.138409,元,完整日因果回放；次日起可用
费用调参,2025-11-11/长窗宽核,66307.501209,元,完整日因果回放；次日起可用
费用调参,2025-11-12/短窗集中,49652.864208,元,完整日因果回放；次日起可用
费用调参,2025-11-12/均衡重采样,59770.474254,元,完整日因果回放；次日起可用
费用调参,2025-11-12/长窗宽核,66967.883213,元,完整日因果回放；次日起可用
